municipality_code,district_code,state_code,name,area_km2,population,longitude,latitude,settlement_type
08215105,08215,08,Linkenheim-Hochstetten,23.6,12484,8.408502,49.124733,mittlere Besiedlungsdichte
08215106,08215,08,"Waghäusel, Stadt",42.84,22466,8.514287,49.250734,mittlere Besiedlungsdichte
08215108,08215,08,"Rheinstetten, Stadt",32.31,21267,8.292901,48.959096,mittlere Besiedlungsdichte
08215109,08215,08,"Stutensee, Stadt",45.68,25259,8.470789,49.063748,mittlere Besiedlungsdichte
08215110,08215,08,Waldbronn,11.35,13838,8.461134,48.931426,mittlere Besiedlungsdichte
08215039,08215,08,Kronau,10.9,5969,8.634487,49.219296,mittlere Besiedlungsdichte
08215100,08215,08,Bad Schönborn,24.1,13583,8.652877,49.219375,mittlere Besiedlungsdichte
08215007,08215,08,"Bretten, Stadt",71.1,30274,8.707641,49.036665,mittlere Besiedlungsdichte
08215025,08215,08,Gondelsheim,14.86,4172,8.657949,49.05879,mittlere Besiedlungsdichte
08215009,08215,08,"Bruchsal, Stadt",93.04,47784,8.5977,49.125785,mittlere Besiedlungsdichte
08215021,08215,08,Forst,11.46,8083,8.586918,49.152909,mittlere Besiedlungsdichte
08215029,08215,08,Hambrücken,10.98,5581,8.544792,49.186033,mittlere Besiedlungsdichte
08215103,08215,08,Karlsdorf-Neuthard,14.02,10693,8.545484,49.136151,mittlere Besiedlungsdichte
08215099,08215,08,Graben-Neudorf,28.8,12453,8.496271,49.172696,mittlere Besiedlungsdichte
08215111,08215,08,Dettenheim,30.89,6782,8.415615,49.161291,gering besiedelt
08215040,08215,08,Kürnbach,12.66,2407,8.844275,49.076664,gering besiedelt
08215059,08215,08,"Oberderdingen, Stadt",33.57,11690,8.80201,49.062716,mittlere Besiedlungsdichte
08215066,08215,08,"Philippsburg, Stadt",50.54,13748,8.453544,49.236173,mittlere Besiedlungsdichte
08215107,08215,08,Oberhausen-Rheinhausen,18.92,9565,8.482728,49.260511,mittlere Besiedlungsdichte
08215082,08215,08,Sulzfeld,18.75,5131,8.856733,49.103766,gering besiedelt
08215094,08215,08,Zaisenhausen,10.1,1844,8.812919,49.105526,gering besiedelt
08216008,08216,08,Bühlertal,17.67,7764,8.191679,48.682789,mittlere Besiedlungsdichte
08216013,08216,08,Forbach,131.86,4562,8.358737,48.680136,gering besiedelt
08216015,08216,08,"Gaggenau, Stadt",65.01,29529,8.317525,48.807364,mittlere Besiedlungsdichte
08216006,08216,08,Bischweier,4.6,3003,8.28315,48.838747,mittlere Besiedlungsdichte
08216024,08216,08,"Kuppenheim, Stadt",18.08,8224,8.254177,48.827747,mittlere Besiedlungsdichte
08216007,08216,08,"Bühl, Stadt",73.18,28608,8.136444,48.696265,mittlere Besiedlungsdichte
08216041,08216,08,Ottersweier,29.21,6350,8.11188,48.669485,mittlere Besiedlungsdichte
08216002,08216,08,Au am Rhein,13.29,3368,8.236454,48.951487,mittlere Besiedlungsdichte
08216005,08216,08,Bietigheim,13.9,6468,8.246052,48.91379,mittlere Besiedlungsdichte
08216009,08216,08,Durmersheim,25.97,11780,8.268461,48.931418,mittlere Besiedlungsdichte
08216012,08216,08,Elchesheim-Illingen,10.13,3262,8.208194,48.933733,gering besiedelt
08216017,08216,08,"Gernsbach, Stadt",82.03,14405,8.337715,48.763758,mittlere Besiedlungsdichte
08216029,08216,08,Loffenau,17.06,2491,8.387066,48.773965,gering besiedelt
08216059,08216,08,Weisenbach,9.07,2400,8.354952,48.728726,mittlere Besiedlungsdichte
08216023,08216,08,Iffezheim,19.91,5219,8.140588,48.822716,mittlere Besiedlungsdichte
08216033,08216,08,Muggensturm,11.56,6103,8.276717,48.869678,mittlere Besiedlungsdichte
08216039,08216,08,Ötigheim,10.98,5110,8.231643,48.893206,mittlere Besiedlungsdichte
08216043,08216,08,"Rastatt, Stadt",58.98,50741,8.202529,48.857703,mittlere Besiedlungsdichte
08216052,08216,08,Steinmauern,12.42,3201,8.198767,48.900452,gering besiedelt
08216028,08216,08,"Lichtenau, Stadt",27.62,5015,8.007707,48.726111,gering besiedelt
08216063,08216,08,Rheinmünster,42.5,6527,8.046134,48.746539,gering besiedelt
08216022,08216,08,Hügelsheim,14.91,4999,8.111634,48.797453,gering besiedelt
08216049,08216,08,Sinzheim,28.5,11608,8.163518,48.760234,mittlere Besiedlungsdichte
08221000,08221,08,"Heidelberg, Stadt",108.83,155756,8.705543,49.410524,dicht besiedelt
08222000,08222,08,"Mannheim, Universitätsstadt",144.97,318035,8.466275,49.48778,dicht besiedelt
08225014,08225,08,"Buchen (Odenwald), Stadt",138.93,18226,9.323179,49.521795,mittlere Besiedlungsdichte
08225060,08225,08,Mudau,107.49,4936,9.205835,49.532775,gering besiedelt
08225032,08225,08,Hardheim,87.08,6802,9.474484,49.608193,gering besiedelt
08225039,08225,08,Höpfingen,30.48,3067,9.428764,49.601552,gering besiedelt
08225109,08225,08,"Walldürn, Stadt",105.91,11614,9.368531,49.582516,mittlere Besiedlungsdichte
08225033,08225,08,Haßmersheim,19.15,5052,9.14612,49.301027,mittlere Besiedlungsdichte
08225042,08225,08,Hüffenhardt,17.62,2077,9.082798,49.291052,gering besiedelt
08225002,08225,08,Aglasterhausen,22.84,4825,8.989348,49.35493,gering besiedelt
08225068,08225,08,Neunkirchen,15.92,1829,9.009215,49.387558,mittlere Besiedlungsdichte
08225116,08225,08,Schwarzach,8.36,2925,8.983173,49.373813,mittlere Besiedlungsdichte
08225024,08225,08,Fahrenbach,16.41,2636,9.149875,49.430872,gering besiedelt
08225052,08225,08,Limbach,43.59,4513,9.211652,49.461025,gering besiedelt
08225058,08225,08,"Mosbach, Stadt",62.16,24459,9.146596,49.352037,mittlere Besiedlungsdichte
08225067,08225,08,Neckarzimmern,8.17,1407,9.133187,49.318459,mittlere Besiedlungsdichte
08225074,08225,08,Obrigheim,24.25,5357,9.089945,49.353176,mittlere Besiedlungsdichte
08225117,08225,08,Elztal,46.62,5814,9.191576,49.384876,mittlere Besiedlungsdichte
08225010,08225,08,Binau,4.83,1323,9.059764,49.367567,gering besiedelt
08225064,08225,08,Neckargerach,15.31,2266,9.070811,49.400962,gering besiedelt
08225113,08225,08,Zwingenberg,4.72,625,9.047849,49.412627,gering besiedelt
08225118,08225,08,Waldbrunn,44.29,4670,9.076699,49.463217,gering besiedelt
08225075,08225,08,"Osterburken, Stadt",47.32,6639,9.426233,49.428346,gering besiedelt
08225082,08225,08,Rosenberg,40.94,2021,9.474974,49.456285,gering besiedelt
08225114,08225,08,"Ravenstein, Stadt",55.97,2999,9.508202,49.401829,gering besiedelt
08225009,08225,08,Billigheim,48.94,6063,9.254676,49.347877,gering besiedelt
08225115,08225,08,Schefflenz,36.96,3933,9.279178,49.401352,gering besiedelt
08225001,08225,08,"Adelsheim, Stadt",43.84,5207,9.391601,49.401957,gering besiedelt
08225091,08225,08,Seckach,27.85,3978,9.335898,49.442654,gering besiedelt
08226009,08226,08,Brühl,10.19,14328,8.534338,49.395199,mittlere Besiedlungsdichte
08226012,08226,08,Dossenheim,14.15,12690,8.677836,49.451501,mittlere Besiedlungsdichte
08226018,08226,08,"Eppelheim, Stadt",5.7,15663,8.631011,49.401236,mittlere Besiedlungsdichte
08226028,08226,08,Heddesheim,14.71,12294,8.603136,49.504679,mittlere Besiedlungsdichte
08226036,08226,08,Ilvesheim,5.89,9207,8.567892,49.472324,mittlere Besiedlungsdichte
08226037,08226,08,Ketsch,16.52,13117,8.526937,49.366957,mittlere Besiedlungsdichte
08226038,08226,08,"Ladenburg, Stadt",19,12914,8.610298,49.471947,mittlere Besiedlungsdichte
08226041,08226,08,"Leimen, Stadt",20.64,26873,8.688782,49.349054,mittlere Besiedlungsdichte
08226060,08226,08,Nußloch,13.58,11418,8.69587,49.322794,mittlere Besiedlungsdichte
08226062,08226,08,Oftersheim,12.78,12272,8.585149,49.368098,mittlere Besiedlungsdichte
08226063,08226,08,Plankstadt,8.5,10644,8.593962,49.392183,mittlere Besiedlungsdichte
08226076,08226,08,Sandhausen,14.55,15330,8.658493,49.342601,mittlere Besiedlungsdichte
08226082,08226,08,"Schriesheim, Stadt",31.61,15209,8.664038,49.47608,mittlere Besiedlungsdichte
08226084,08226,08,"Schwetzingen, Stadt",21.5,21767,8.574386,49.384642,mittlere Besiedlungsdichte
08226095,08226,08,"Walldorf, Stadt",19.91,16188,8.642764,49.303151,mittlere Besiedlungsdichte
08226096,08226,08,"Weinheim, Stadt",58.11,45852,8.670732,49.550558,mittlere Besiedlungsdichte
08226103,08226,08,St. Leon-Rot,25.56,13979,8.599891,49.267197,mittlere Besiedlungsdichte
08226105,08226,08,Edingen-Neckarhausen,12.04,14612,8.611007,49.448784,mittlere Besiedlungsdichte
08226107,08226,08,Hirschberg an der Bergstraße,12.35,9647,8.656323,49.49855,mittlere Besiedlungsdichte
08226013,08226,08,"Eberbach, Stadt",81.15,14727,8.989557,49.461538,mittlere Besiedlungsdichte
08226081,08226,08,Schönbrunn,34.47,2901,8.92908,49.410744,gering besiedelt
08226020,08226,08,Eschelbronn,8.23,2733,8.868014,49.32007,gering besiedelt
08226048,08226,08,Mauer,6.29,4073,8.799892,49.339572,mittlere Besiedlungsdichte
08226049,08226,08,Meckesheim,16.33,5298,8.81789,49.32267,mittlere Besiedlungsdichte
08226086,08226,08,Spechbach,8.52,1761,8.884229,49.346244,gering besiedelt
08226104,08226,08,Lobbach,14.91,2353,8.888514,49.376151,gering besiedelt
08226031,08226,08,"Hemsbach, Stadt",12.85,11915,8.656453,49.592797,mittlere Besiedlungsdichte
08226040,08226,08,Laudenbach,10.29,6573,8.6545,49.611097,mittlere Besiedlungsdichte
08226003,08226,08,Altlußheim,15.96,6317,8.498339,49.301347,mittlere Besiedlungsdichte
08226032,08226,08,"Hockenheim, Stadt",34.84,21623,8.547437,49.318938,mittlere Besiedlungsdichte
08226059,08226,08,Neulußheim,3.38,7162,8.522135,49.293561,mittlere Besiedlungsdichte
08226068,08226,08,Reilingen,16.35,8404,8.566677,49.29268,mittlere Besiedlungsdichte
08226006,08226,08,Bammental,12.16,6278,8.77808,49.357303,mittlere Besiedlungsdichte
08226022,08226,08,Gaiberg,4.15,2480,8.750258,49.366268,mittlere Besiedlungsdichte
08226056,08226,08,"Neckargemünd, Stadt",26.16,13335,8.7973,49.394478,mittlere Besiedlungsdichte
08226097,08226,08,Wiesenbach,11.13,3181,8.803146,49.361319,mittlere Besiedlungsdichte
08226046,08226,08,Malsch,6.77,3478,8.684476,49.245462,mittlere Besiedlungsdichte
08226054,08226,08,Mühlhausen,15.3,8753,8.726913,49.248138,mittlere Besiedlungsdichte
08226065,08226,08,"Rauenberg, Stadt",11.12,8675,8.70473,49.266186,mittlere Besiedlungsdichte
08226027,08226,08,Heddesbach,8.21,472,8.827181,49.480066,gering besiedelt
08226029,08226,08,Heiligkreuzsteinach,19.6,2614,8.797006,49.485877,gering besiedelt
08226080,08226,08,"Schönau, Stadt",22.49,4369,8.808894,49.435936,gering besiedelt
08226099,08226,08,Wilhelmsfeld,4.75,3332,8.753624,49.470322,gering besiedelt
08226085,08226,08,"Sinsheim, Stadt",126.99,37036,8.878701,49.252996,mittlere Besiedlungsdichte
08226101,08226,08,Zuzenhausen,11.64,2343,8.824093,49.295599,mittlere Besiedlungsdichte
08226102,08226,08,Angelbachtal,17.92,5299,8.773413,49.233855,mittlere Besiedlungsdichte
08226017,08226,08,Epfenbach,12.97,2448,8.910056,49.336931,gering besiedelt
08226055,08226,08,"Neckarbischofsheim, Stadt",26.41,4195,8.960914,49.294478,gering besiedelt
08226058,08226,08,Neidenstein,6.48,1769,8.887375,49.317522,gering besiedelt
08226066,08226,08,Reichartshausen,10,2154,8.94521,49.355552,gering besiedelt
08226091,08226,08,"Waibstadt, Stadt",25.57,5794,8.920252,49.299852,gering besiedelt
08226106,08226,08,Helmstadt-Bargen,27.95,3887,8.975061,49.326395,gering besiedelt
08226010,08226,08,Dielheim,22.67,9094,8.734802,49.282607,mittlere Besiedlungsdichte
08226098,08226,08,"Wiesloch, Stadt",30.24,27731,8.701276,49.293493,mittlere Besiedlungsdichte
08231000,08231,08,"Pforzheim, Stadt",97.99,134912,8.699166,48.891285,dicht besiedelt
08235065,08235,08,Schömberg,37.21,7620,8.645825,48.78717,gering besiedelt
08235080,08235,08,"Wildberg, Stadt",56.68,9977,8.746753,48.625146,mittlere Besiedlungsdichte
08235006,08235,08,"Altensteig, Stadt",53.19,10798,8.601974,48.584389,gering besiedelt
08235022,08235,08,Egenhausen,10.02,2099,8.618855,48.564672,gering besiedelt
08235066,08235,08,Simmersfeld,44.16,2206,8.516832,48.621363,gering besiedelt
08235007,08235,08,Althengstett,19.16,7886,8.795915,48.723525,mittlere Besiedlungsdichte
08235029,08235,08,Gechingen,14.68,3621,8.829001,48.695245,mittlere Besiedlungsdichte
08235057,08235,08,Ostelsheim,9.23,2549,8.851153,48.727607,gering besiedelt
08235067,08235,08,Simmozheim,9.51,2848,8.812573,48.752475,mittlere Besiedlungsdichte
08235018,08235,08,Dobel,18.41,2297,8.493574,48.79707,gering besiedelt
08235033,08235,08,"Bad Herrenalb, Stadt",33.01,7694,8.438156,48.797568,gering besiedelt
08235008,08235,08,"Bad Liebenzell, Stadt",33.78,9301,8.73361,48.771372,mittlere Besiedlungsdichte
08235073,08235,08,Unterreichenbach,6.3,2409,8.708148,48.825928,gering besiedelt
08235047,08235,08,"Neubulach, Stadt",24.69,5713,8.692017,48.661372,gering besiedelt
08235050,08235,08,Neuweiler,51.29,3133,8.596988,48.657642,gering besiedelt
08235084,08235,08,"Bad Teinach-Zavelstein, Stadt",25.17,3220,8.688173,48.688772,gering besiedelt
08235055,08235,08,Oberreichenbach,35.98,3015,8.661125,48.734376,gering besiedelt
08235085,08235,08,"Calw, Stadt",59.88,25001,8.741194,48.713372,mittlere Besiedlungsdichte
08235020,08235,08,Ebhausen,24.56,4890,8.679186,48.583976,mittlere Besiedlungsdichte
08235032,08235,08,"Haiterbach, Stadt",28.92,5872,8.649992,48.524432,gering besiedelt
08235046,08235,08,"Nagold, Stadt",63.1,23864,8.723706,48.550906,mittlere Besiedlungsdichte
08235060,08235,08,Rohrdorf,3.92,1990,8.693404,48.570536,mittlere Besiedlungsdichte
08235025,08235,08,Enzklösterle,20.18,1240,8.474621,48.668044,gering besiedelt
08235035,08235,08,Höfen an der Enz,9.07,1620,8.585296,48.802725,mittlere Besiedlungsdichte
08235079,08235,08,"Bad Wildbad, Stadt",105.22,10388,8.549762,48.752251,mittlere Besiedlungsdichte
08236004,08236,08,Birkenfeld,19.04,10224,8.636435,48.870121,mittlere Besiedlungsdichte
08236028,08236,08,Illingen,29.39,7791,8.918461,48.954066,mittlere Besiedlungsdichte
08236030,08236,08,Ispringen,8.22,5968,8.667748,48.918096,mittlere Besiedlungsdichte
08236033,08236,08,"Knittlingen, Stadt",26.33,8188,8.758013,49.024124,mittlere Besiedlungsdichte
08236046,08236,08,Niefern-Öschelbronn,22.02,12402,8.798354,48.908786,mittlere Besiedlungsdichte
08236070,08236,08,Keltern,29.82,8693,8.576844,48.901298,mittlere Besiedlungsdichte
08236071,08236,08,Remchingen,24.06,11798,8.574545,48.94645,mittlere Besiedlungsdichte
08236072,08236,08,Straubenhardt,33.08,11367,8.531485,48.854542,mittlere Besiedlungsdichte
08236019,08236,08,Friolzheim,8.54,4062,8.832922,48.835823,mittlere Besiedlungsdichte
08236025,08236,08,"Heimsheim, Stadt",14.3,5530,8.863456,48.805183,mittlere Besiedlungsdichte
08236039,08236,08,Mönsheim,16.79,2924,8.863818,48.864021,mittlere Besiedlungsdichte
08236065,08236,08,Wiernsheim,24.62,6778,8.852211,48.890993,mittlere Besiedlungsdichte
08236067,08236,08,Wimsheim,8.06,2831,8.825364,48.851899,mittlere Besiedlungsdichte
08236068,08236,08,Wurmberg,7.35,3264,8.819731,48.870876,gering besiedelt
08236011,08236,08,Eisingen,8.04,4648,8.668775,48.947631,gering besiedelt
08236074,08236,08,Kämpfelbach,13.62,6283,8.635617,48.934316,mittlere Besiedlungsdichte
08236076,08236,08,Königsbach-Stein,33.71,10201,8.610536,48.966057,mittlere Besiedlungsdichte
08236038,08236,08,"Maulbronn, Stadt",25.4,6452,8.814618,49.000362,gering besiedelt
08236061,08236,08,Sternenfels,17.32,2802,8.850112,49.050912,gering besiedelt
08236040,08236,08,"Mühlacker, Stadt",54.32,26787,8.8419,48.945605,mittlere Besiedlungsdichte
08236050,08236,08,Ötisheim,14.26,4761,8.805085,48.961011,mittlere Besiedlungsdichte
08236013,08236,08,Engelsbrand,15.18,4470,8.643673,48.831746,gering besiedelt
08236043,08236,08,"Neuenbürg, Stadt",28.15,8162,8.589759,48.848189,mittlere Besiedlungsdichte
08236031,08236,08,Kieselbronn,8.63,2923,8.753077,48.934399,mittlere Besiedlungsdichte
08236073,08236,08,Neulingen,23.19,6543,8.728215,48.970506,mittlere Besiedlungsdichte
08236075,08236,08,Ölbronn-Dürrn,15.64,3483,8.755586,48.956479,mittlere Besiedlungsdichte
08236044,08236,08,Neuhausen,29.75,5095,8.778275,48.792915,mittlere Besiedlungsdichte
08236062,08236,08,Tiefenbronn,14.78,5315,8.800599,48.824167,gering besiedelt
08237002,08237,08,"Alpirsbach, Stadt",64.56,6114,8.402938,48.345111,gering besiedelt
08237004,08237,08,Baiersbronn,189.58,15465,8.371955,48.505528,gering besiedelt
08237045,08237,08,Loßburg,79.25,7919,8.453275,48.411512,gering besiedelt
08237019,08237,08,"Dornstetten, Stadt",24.2,8194,8.499599,48.470329,mittlere Besiedlungsdichte
08237030,08237,08,Glatten,15.52,2531,8.51346,48.443793,gering besiedelt
08237061,08237,08,Schopfloch,17.03,2598,8.550542,48.457702,gering besiedelt
08237074,08237,08,Waldachtal,29.87,6346,8.575573,48.476598,gering besiedelt
08237028,08237,08,"Freudenstadt, Stadt",87.54,24464,8.411368,48.463876,mittlere Besiedlungsdichte
08237073,08237,08,Seewald,58.49,2111,8.418402,48.595387,gering besiedelt
08237075,08237,08,Bad Rippoldsau-Schapbach,73.15,2035,8.291422,48.378284,gering besiedelt
08237024,08237,08,Empfingen,18.29,4269,8.709744,48.392671,gering besiedelt
08237027,08237,08,Eutingen im Gäu,32.82,6120,8.748033,48.47781,gering besiedelt
08237040,08237,08,"Horb am Neckar, Stadt",119.76,25651,8.692721,48.445165,gering besiedelt
08237032,08237,08,Grömbach,12.18,641,8.545469,48.57075,gering besiedelt
08237054,08237,08,Pfalzgrafenweiler,44.69,7286,8.567546,48.528061,gering besiedelt
08237072,08237,08,Wörnersberg,3.48,214,8.564592,48.561911,gering besiedelt
08311000,08311,08,"Freiburg im Breisgau, Stadt",153.04,237460,7.849877,47.994786,dicht besiedelt
08315068,08315,08,Lenzkirch,57.92,5201,8.200446,47.869062,gering besiedelt
08315076,08315,08,"Neuenburg am Rhein, Stadt",44.1,12690,7.559796,47.813974,mittlere Besiedlungsdichte
08315133,08315,08,"Vogtsburg im Kaiserstuhl, Stadt",37.36,6234,7.629966,48.088977,gering besiedelt
08315006,08315,08,"Bad Krozingen, Stadt",35.69,21755,7.699949,47.916377,mittlere Besiedlungsdichte
08315048,08315,08,Hartheim am Rhein,26.05,4887,7.624495,47.936423,mittlere Besiedlungsdichte
08315015,08315,08,"Breisach am Rhein, Stadt",54.59,16487,7.583227,48.031142,mittlere Besiedlungsdichte
08315059,08315,08,Ihringen,23,6308,7.64615,48.045815,gering besiedelt
08315072,08315,08,Merdingen,14.4,2668,7.686737,48.017737,gering besiedelt
08315020,08315,08,Buchenbach,38.98,3144,8.009933,47.960986,gering besiedelt
08315064,08315,08,Kirchzarten,21.13,10266,7.955318,47.965089,mittlere Besiedlungsdichte
08315084,08315,08,Oberried,66.32,2773,7.945766,47.932544,gering besiedelt
08315109,08315,08,Stegen,26.32,4413,7.964023,47.983828,mittlere Besiedlungsdichte
08315014,08315,08,Bollschweil,16.43,2324,7.77976,47.91996,mittlere Besiedlungsdichte
08315131,08315,08,Ehrenkirchen,37.76,7813,7.739988,47.921491,mittlere Besiedlungsdichte
08315047,08315,08,Gundelfingen,14.29,12168,7.8668,48.042406,mittlere Besiedlungsdichte
08315051,08315,08,Heuweiler,4.03,1159,7.903166,48.052008,mittlere Besiedlungsdichte
08315008,08315,08,Ballrechten-Dottingen,6.61,2485,7.691108,47.85776,mittlere Besiedlungsdichte
08315033,08315,08,Eschbach,10.03,2464,7.652386,47.891226,mittlere Besiedlungsdichte
08315050,08315,08,"Heitersheim, Stadt",11.71,6577,7.664915,47.871917,mittlere Besiedlungsdichte
08315003,08315,08,Au,4,1501,7.828914,47.955421,mittlere Besiedlungsdichte
08315056,08315,08,Horben,8.75,1204,7.858704,47.935189,gering besiedelt
08315073,08315,08,Merzhausen,2.76,5584,7.828697,47.966362,mittlere Besiedlungsdichte
08315107,08315,08,Sölden,3.8,1271,7.809109,47.932118,mittlere Besiedlungsdichte
08315125,08315,08,Wittnau,5.04,1470,7.816038,47.946229,mittlere Besiedlungsdichte
08315016,08315,08,Breitnau,39.9,1850,8.075349,47.940646,gering besiedelt
08315052,08315,08,Hinterzarten,33.37,2510,8.105627,47.903858,gering besiedelt
08315013,08315,08,Bötzingen,13,5544,7.720789,48.069628,mittlere Besiedlungsdichte
08315030,08315,08,Eichstetten am Kaiserstuhl,12.3,3780,7.745233,48.094289,gering besiedelt
08315043,08315,08,Gottenheim,8.75,3156,7.728669,48.050063,gering besiedelt
08315039,08315,08,Friedenweiler,27.06,2035,8.255208,47.916528,gering besiedelt
08315070,08315,08,"Löffingen, Stadt",88.02,7692,8.343862,47.883793,gering besiedelt
08315115,08315,08,Umkirch,8.72,5755,7.761774,48.032065,mittlere Besiedlungsdichte
08315132,08315,08,March,17.79,9309,7.78046,48.053089,mittlere Besiedlungsdichte
08315004,08315,08,Auggen,14.15,2797,7.596879,47.787301,mittlere Besiedlungsdichte
08315007,08315,08,Badenweiler,13.03,4629,7.672322,47.801935,mittlere Besiedlungsdichte
08315022,08315,08,Buggingen,15.31,4449,7.637582,47.847351,mittlere Besiedlungsdichte
08315074,08315,08,"Müllheim im Markgräflerland, Stadt",57.91,20097,7.630871,47.808248,mittlere Besiedlungsdichte
08315111,08315,08,"Sulzburg, Stadt",22.74,2794,7.710087,47.839883,mittlere Besiedlungsdichte
08315041,08315,08,Glottertal,30.74,3225,7.936459,48.049481,gering besiedelt
08315094,08315,08,St. Märgen,33.32,1993,8.092884,48.007889,gering besiedelt
08315095,08315,08,St. Peter,35.93,2727,8.033628,48.015753,gering besiedelt
08315028,08315,08,Ebringen,8.18,2859,7.77867,47.957718,mittlere Besiedlungsdichte
08315089,08315,08,Pfaffenweiler,3.61,2604,7.75878,47.935869,mittlere Besiedlungsdichte
08315098,08315,08,Schallstadt,19.56,6937,7.760755,47.957208,mittlere Besiedlungsdichte
08315037,08315,08,Feldberg (Schwarzwald),24.97,1956,8.109674,47.856404,gering besiedelt
08315102,08315,08,Schluchsee,69.43,2577,8.179958,47.818958,gering besiedelt
08315108,08315,08,"Staufen im Breisgau, Stadt",23.32,8459,7.729921,47.880529,mittlere Besiedlungsdichte
08315130,08315,08,Münstertal/Schwarzwald,67.74,5043,7.784148,47.854495,gering besiedelt
08315031,08315,08,Eisenbach (Hochschwarzwald),28.77,2138,8.270993,47.962172,gering besiedelt
08315113,08315,08,"Titisee-Neustadt, Stadt",89.64,12797,8.208431,47.916511,mittlere Besiedlungsdichte
08316009,08316,08,Denzlingen,16.94,13720,7.883854,48.066785,mittlere Besiedlungsdichte
08316036,08316,08,Reute,4.79,2986,7.821489,48.082424,mittlere Besiedlungsdichte
08316045,08316,08,Vörstetten,7.88,3196,7.849274,48.065026,mittlere Besiedlungsdichte
08316003,08316,08,Biederbach,31.35,1751,8.034739,48.193856,gering besiedelt
08316010,08316,08,"Elzach, Stadt",75.28,7515,8.069355,48.172277,mittlere Besiedlungsdichte
08316055,08316,08,Winden im Elztal,21.95,2893,8.035037,48.145109,mittlere Besiedlungsdichte
08316011,08316,08,"Emmendingen, Stadt",33.78,29502,7.847625,48.122053,mittlere Besiedlungsdichte
08316024,08316,08,Malterdingen,11.13,3467,7.792722,48.161274,gering besiedelt
08316039,08316,08,Sexau,16.29,3568,7.90734,48.102953,mittlere Besiedlungsdichte
08316043,08316,08,Teningen,40.26,11884,7.810263,48.126973,mittlere Besiedlungsdichte
08316054,08316,08,Freiamt,52.9,4243,7.898241,48.186707,gering besiedelt
08316017,08316,08,"Herbolzheim, Stadt",35.48,10783,7.777447,48.222221,mittlere Besiedlungsdichte
08316020,08316,08,"Kenzingen, Stadt",36.93,10748,7.769903,48.193031,mittlere Besiedlungsdichte
08316049,08316,08,Weisweil,19.09,2243,7.677646,48.197178,gering besiedelt
08316053,08316,08,Rheinhausen im Breisgau,22,4333,7.710299,48.224065,gering besiedelt
08316002,08316,08,Bahlingen am Kaiserstuhl,12.66,4538,7.738996,48.1229,gering besiedelt
08316012,08316,08,"Endingen am Kaiserstuhl, Stadt",26.7,10381,7.701325,48.142314,mittlere Besiedlungsdichte
08316013,08316,08,Forchheim,10.78,1409,7.702799,48.161908,mittlere Besiedlungsdichte
08316037,08316,08,Riegel am Kaiserstuhl,18.33,4051,7.747913,48.151551,gering besiedelt
08316038,08316,08,Sasbach am Kaiserstuhl,20.78,3481,7.616064,48.13972,gering besiedelt
08316051,08316,08,Wyhl am Kaiserstuhl,16.95,4050,7.64869,48.165834,gering besiedelt
08316014,08316,08,Gutach im Breisgau,24.78,4599,7.986537,48.117019,mittlere Besiedlungsdichte
08316042,08316,08,Simonswald,74.31,2936,8.056469,48.10043,gering besiedelt
08316056,08316,08,"Waldkirch, Stadt",48.47,21510,7.961225,48.093941,mittlere Besiedlungsdichte
08317005,08317,08,Appenweier,38.02,10374,7.978133,48.537224,mittlere Besiedlungsdichte
08317031,08317,08,Friesenheim,46.57,13858,7.881795,48.373236,mittlere Besiedlungsdichte
08317051,08317,08,"Hornberg, Stadt",54.45,4154,8.229573,48.212461,gering besiedelt
08317057,08317,08,"Kehl, Stadt",75.07,39584,7.813177,48.572447,mittlere Besiedlungsdichte
08317141,08317,08,Willstätt,55.27,10124,7.893251,48.541564,gering besiedelt
08317151,08317,08,Neuried,57.84,9919,7.807163,48.467234,mittlere Besiedlungsdichte
08317153,08317,08,"Rheinau, Stadt",73.5,11346,7.939856,48.664363,gering besiedelt
08317001,08317,08,"Achern, Stadt",65.24,26733,8.074429,48.628851,mittlere Besiedlungsdichte
08317068,08317,08,Lauf,15,4021,8.131381,48.649219,mittlere Besiedlungsdichte
08317116,08317,08,Sasbach,16.73,5357,8.091829,48.638758,mittlere Besiedlungsdichte
08317118,08317,08,Sasbachwalden,18.13,2538,8.125871,48.618538,mittlere Besiedlungsdichte
08317026,08317,08,"Ettenheim, Stadt",48.8,13722,7.812984,48.254555,mittlere Besiedlungsdichte
08317073,08317,08,"Mahlberg, Stadt",16.59,5254,7.809923,48.288279,mittlere Besiedlungsdichte
08317113,08317,08,Ringsheim,11.31,2645,7.778635,48.24673,mittlere Besiedlungsdichte
08317114,08317,08,Rust,13.27,4865,7.726081,48.269294,gering besiedelt
08317152,08317,08,Kappel-Grafenhausen,25.72,5246,7.743559,48.291847,gering besiedelt
08317009,08317,08,Berghaupten,9.68,2539,7.987138,48.407309,mittlere Besiedlungsdichte
08317034,08317,08,"Gengenbach, Stadt",61.9,11081,8.013343,48.405617,mittlere Besiedlungsdichte
08317097,08317,08,Ohlsbach,11.14,3368,7.993608,48.43135,mittlere Besiedlungsdichte
08317029,08317,08,Fischerbach,20.29,1704,8.110824,48.287203,mittlere Besiedlungsdichte
08317040,08317,08,"Haslach im Kinzigtal, Stadt",18.67,7190,8.087753,48.276357,mittlere Besiedlungsdichte
