municipality_code,district_code,state_code,name,area_km2,population,longitude,latitude,settlement_type
01058062,01058,01,Grauel,5.74,265,9.674147,54.070198,gering besiedelt
01058072,01058,01,Hanerau-Hademarschen,14.5,3037,9.412577,54.127369,gering besiedelt
01058074,01058,01,Heinkenborstel,7.55,138,9.75104,54.130804,gering besiedelt
01058077,01058,01,Hohenwestedt,18.18,5428,9.651582,54.090894,gering besiedelt
01058085,01058,01,Jahrsdorf,8.87,224,9.631937,54.065682,gering besiedelt
01058100,01058,01,Lütjenwestedt,22.32,540,9.490806,54.140616,gering besiedelt
01058103,01058,01,Meezen,8.76,364,9.709777,54.05163,gering besiedelt
01058106,01058,01,Mörel,8.69,258,9.728528,54.113809,gering besiedelt
01058113,01058,01,Nienborstel,16.48,598,9.613481,54.136911,gering besiedelt
01058115,01058,01,Nindorf,14.03,622,9.699683,54.131914,gering besiedelt
01058119,01058,01,Oldenbüttel,7.97,266,9.452474,54.168952,gering besiedelt
01058125,01058,01,Osterstedt,10.95,656,9.574606,54.111751,gering besiedelt
01058128,01058,01,Padenstedt,14.6,1789,9.917284,54.048944,mittlere Besiedlungsdichte
01058131,01058,01,Rade b. Hohenwestedt,3.21,97,9.721127,54.101226,gering besiedelt
01058134,01058,01,Remmels,9.49,496,9.652041,54.116584,gering besiedelt
01058151,01058,01,Seefeld,6.77,343,9.492849,54.101581,gering besiedelt
01058156,01058,01,Steenfeld,11.61,324,9.379822,54.142655,gering besiedelt
01058158,01058,01,Tackesdorf,7.65,76,9.486794,54.173288,gering besiedelt
01058159,01058,01,Tappendorf,6.69,333,9.693517,54.104212,gering besiedelt
01058161,01058,01,Thaden,11.98,249,9.422414,54.103294,gering besiedelt
01058164,01058,01,Todenbüttel,11.78,1066,9.555715,54.129824,gering besiedelt
01058167,01058,01,Wapelfeld,8.11,320,9.604521,54.082907,gering besiedelt
01058018,01058,01,Blumenthal,7.8,610,10.003257,54.226064,gering besiedelt
01058019,01058,01,Böhnhusen,5.29,277,10.068211,54.221123,gering besiedelt
01058053,01058,01,Flintbek,17.57,7486,10.063731,54.23975,mittlere Besiedlungsdichte
01058105,01058,01,Mielkendorf,7.78,1375,10.040779,54.284565,mittlere Besiedlungsdichte
01058107,01058,01,Molfsee,7.18,4972,10.064933,54.263397,mittlere Besiedlungsdichte
01058138,01058,01,Rodenbek,7.09,443,10.01972,54.276657,gering besiedelt
01058139,01058,01,Rumohr,8.6,814,10.024676,54.255177,gering besiedelt
01058141,01058,01,Schierensee,9.18,336,9.983332,54.256838,gering besiedelt
01058145,01058,01,Schönhorst,3.55,327,10.104166,54.225471,gering besiedelt
01058160,01058,01,Techelsdorf,4.34,144,10.047182,54.214207,gering besiedelt
01059045,01059,01,"Kappeln, Stadt",43.33,8812,9.931158,54.659144,mittlere Besiedlungsdichte
01059075,01059,01,"Schleswig, Stadt",24.3,25352,9.566657,54.514941,mittlere Besiedlungsdichte
01059113,01059,01,"Glücksburg (Ostsee), Stadt",39.68,6306,9.550997,54.836858,gering besiedelt
01059120,01059,01,Harrislee,18.92,11811,9.383175,54.804241,mittlere Besiedlungsdichte
01059183,01059,01,Handewitt,77.72,11556,9.324639,54.765104,gering besiedelt
01059107,01059,01,Eggebek,16.68,2469,9.372178,54.619737,gering besiedelt
01059128,01059,01,Janneby,14.49,409,9.300482,54.625583,gering besiedelt
01059131,01059,01,Jerrishoe,16,1034,9.3718,54.657224,mittlere Besiedlungsdichte
01059132,01059,01,Jörl,19.69,872,9.271832,54.612615,gering besiedelt
01059138,01059,01,Langstedt,13.17,1054,9.385397,54.616941,gering besiedelt
01059162,01059,01,Sollerup,12.98,473,9.320146,54.572957,gering besiedelt
01059169,01059,01,Süderhackstedt,10.15,346,9.289498,54.592309,gering besiedelt
01059174,01059,01,Wanderup,28.64,2722,9.331111,54.688266,gering besiedelt
01059012,01059,01,Borgwedel,9.95,710,9.666821,54.500272,gering besiedelt
01059018,01059,01,Busdorf,5.35,2015,9.553156,54.493339,mittlere Besiedlungsdichte
01059019,01059,01,Dannewerk,16.66,1126,9.512145,54.48745,mittlere Besiedlungsdichte
01059026,01059,01,Fahrdorf,12,2684,9.599017,54.504653,mittlere Besiedlungsdichte
01059032,01059,01,Geltorf,8.08,356,9.612616,54.46324,gering besiedelt
01059043,01059,01,Jagel,11.89,991,9.537499,54.457148,gering besiedelt
01059056,01059,01,Lottorf,5.78,243,9.57292,54.45024,gering besiedelt
01059078,01059,01,Selk,10.07,809,9.566786,54.472501,gering besiedelt
01059103,01059,01,Ausacker,9.13,508,9.574858,54.73908,gering besiedelt
01059116,01059,01,Großsolt,25.07,1753,9.513444,54.699352,gering besiedelt
01059126,01059,01,Hürup,28.07,2388,9.529426,54.748128,gering besiedelt
01059127,01059,01,Husby,19.31,2345,9.5774,54.76516,gering besiedelt
01059182,01059,01,Freienwill,15.3,1623,9.492436,54.728589,gering besiedelt
01059002,01059,01,"Arnis, Stadt",0.45,251,9.932332,54.630563,mittlere Besiedlungsdichte
01059034,01059,01,Grödersby,6.65,219,9.91842,54.637617,gering besiedelt
01059067,01059,01,Oersberg,7.09,293,9.842046,54.674619,gering besiedelt
01059068,01059,01,Rabenkirchen-Faulück,14.21,635,9.87348,54.635833,gering besiedelt
01059106,01059,01,Dollerup,13.08,1090,9.680327,54.778917,gering besiedelt
01059118,01059,01,Grundhof,11.57,942,9.654546,54.773325,gering besiedelt
01059137,01059,01,Langballig,15.41,1566,9.637034,54.799385,gering besiedelt
01059145,01059,01,Munkbrarup,13.27,1189,9.561132,54.8032,gering besiedelt
01059157,01059,01,Ringsberg,5.25,547,9.598332,54.807139,gering besiedelt
01059176,01059,01,Wees,12.74,2400,9.52256,54.807217,mittlere Besiedlungsdichte
01059178,01059,01,Westerholz,14.71,741,9.668774,54.817328,gering besiedelt
01059159,01059,01,Sieverstedt,31.01,1656,9.474638,54.642784,gering besiedelt
01059171,01059,01,Tarp,16.36,5890,9.403428,54.664107,mittlere Besiedlungsdichte
01059184,01059,01,Oeversee,36.27,3611,9.433082,54.702848,gering besiedelt
01059076,01059,01,Schnarup-Thumby,10.72,523,9.642282,54.646805,gering besiedelt
01059161,01059,01,Sörup,44.32,4060,9.668561,54.717901,gering besiedelt
01059185,01059,01,Mittelangeln,44.96,5321,9.60375,54.692455,gering besiedelt
01059105,01059,01,Böxlund,4.4,123,9.180687,54.840228,gering besiedelt
01059115,01059,01,Großenwiehe,30.2,3307,9.248649,54.705564,gering besiedelt
01059123,01059,01,Hörup,18.15,629,9.104012,54.740497,gering besiedelt
01059124,01059,01,Holt,13.42,148,9.147393,54.810456,gering besiedelt
01059129,01059,01,Jardelund,16.63,296,9.201196,54.82508,gering besiedelt
01059143,01059,01,Medelby,9.75,1053,9.173221,54.812464,gering besiedelt
01059144,01059,01,Meyn,12.4,736,9.22191,54.758389,gering besiedelt
01059149,01059,01,Nordhackstedt,12.47,479,9.166985,54.7334,gering besiedelt
01059151,01059,01,Osterby,12.35,303,9.21072,54.797445,gering besiedelt
01059158,01059,01,Schafflund,19.09,3014,9.184822,54.759312,gering besiedelt
01059173,01059,01,Wallsbüll,13.23,972,9.23803,54.774478,gering besiedelt
01059177,01059,01,Weesby,21.44,437,9.152975,54.829731,gering besiedelt
01059179,01059,01,Lindewitt,53.28,2005,9.196859,54.697924,gering besiedelt
01059006,01059,01,Böel,13.66,698,9.72216,54.647752,gering besiedelt
01059055,01059,01,Loit,6.69,268,9.699559,54.611322,gering besiedelt
01059060,01059,01,Mohrkirch,14.42,936,9.716959,54.675972,gering besiedelt
01059063,01059,01,Norderbrarup,3.98,679,9.768542,54.655735,gering besiedelt
01059065,01059,01,Nottfeld,3.18,123,9.768634,54.618666,gering besiedelt
01059070,01059,01,Rügge,6.01,242,9.761241,54.689422,gering besiedelt
01059072,01059,01,Saustrup,8.14,181,9.772102,54.671983,gering besiedelt
01059074,01059,01,Scheggerott,6.32,324,9.821155,54.667579,gering besiedelt
01059080,01059,01,Steinfeld,8.73,809,9.743805,54.598384,gering besiedelt
01059083,01059,01,Süderbrarup,20.06,5255,9.77543,54.635615,gering besiedelt
01059094,01059,01,Ulsnis,19.81,702,9.747452,54.56921,gering besiedelt
01059095,01059,01,Wagersrott,5.63,221,9.794128,54.665542,gering besiedelt
01059187,01059,01,Boren,30.15,1142,9.820225,54.614506,gering besiedelt
01059008,01059,01,Böklund,7.88,1681,9.583662,54.603487,gering besiedelt
01059037,01059,01,Havetoft,14.53,963,9.516189,54.649422,gering besiedelt
01059042,01059,01,Idstedt,13.35,894,9.511916,54.582071,gering besiedelt
01059049,01059,01,Klappholz,8.22,504,9.539317,54.621371,gering besiedelt
01059062,01059,01,Neuberend,4.42,1144,9.52511,54.555352,gering besiedelt
01059073,01059,01,Schaalby,25,1474,9.63988,54.549079,gering besiedelt
01059081,01059,01,Stolk,14.54,867,9.541865,54.598455,gering besiedelt
01059082,01059,01,Struxdorf,13.4,677,9.63854,54.632416,gering besiedelt
01059084,01059,01,Süderfahrenstedt,9.15,476,9.584252,54.585386,gering besiedelt
01059086,01059,01,Taarstedt,13.69,920,9.688728,54.567229,gering besiedelt
01059090,01059,01,Tolk,10.44,1051,9.639368,54.578772,gering besiedelt
01059093,01059,01,Uelsby,10.59,403,9.596649,54.63128,gering besiedelt
01059097,01059,01,Twedt,12.52,475,9.676062,54.597883,gering besiedelt
01059098,01059,01,Nübel,18.34,1251,9.583971,54.563867,gering besiedelt
01059189,01059,01,Brodersby-Goltoft,13.45,669,9.714558,54.538183,gering besiedelt
01059102,01059,01,Ahneby,3.8,201,9.730965,54.701421,gering besiedelt
01059109,01059,01,Esgrus,18.07,789,9.782169,54.723422,gering besiedelt
01059112,01059,01,Gelting,20.02,2311,9.89717,54.746312,gering besiedelt
01059121,01059,01,Hasselberg,11.31,932,9.977353,54.715122,gering besiedelt
01059136,01059,01,Kronsgaard,5.92,257,9.965003,54.732024,gering besiedelt
01059142,01059,01,Maasholm,8.42,604,9.990992,54.684233,gering besiedelt
01059147,01059,01,Nieby,8.07,130,9.936705,54.771513,gering besiedelt
01059148,01059,01,Niesgrau,9.89,539,9.812919,54.744112,gering besiedelt
01059152,01059,01,Pommerby,5.55,158,9.937539,54.756629,gering besiedelt
01059154,01059,01,Rabel,8.84,612,9.950086,54.690345,gering besiedelt
01059155,01059,01,Rabenholz,5.8,287,9.902241,54.722168,gering besiedelt
01059163,01059,01,Stangheck,10,249,9.860043,54.712704,gering besiedelt
01059164,01059,01,Steinberg,16.29,835,9.782276,54.756137,gering besiedelt
01059167,01059,01,Sterup,17.15,1435,9.738892,54.727837,gering besiedelt
01059168,01059,01,Stoltebüll,16.4,680,9.878988,54.700688,gering besiedelt
01059186,01059,01,Steinbergkirche,35.72,2978,9.759969,54.7544,gering besiedelt
01059010,01059,01,Bollingstedt,27.05,1410,9.412302,54.592885,gering besiedelt
01059023,01059,01,Ellingstedt,21.49,763,9.409623,54.477733,gering besiedelt
01059039,01059,01,Hollingstedt,17.51,1016,9.336606,54.455932,gering besiedelt
01059041,01059,01,Hüsby,9.68,800,9.484548,54.496335,mittlere Besiedlungsdichte
01059044,01059,01,Jübek,15.58,2796,9.394391,54.55668,gering besiedelt
01059057,01059,01,Lürschau,16.51,1080,9.496358,54.538632,gering besiedelt
01059077,01059,01,Schuby,23.94,2773,9.480215,54.51517,mittlere Besiedlungsdichte
01059079,01059,01,Silberstedt,37.91,2477,9.370766,54.518594,gering besiedelt
01059092,01059,01,Treia,21.72,1619,9.313787,54.514332,gering besiedelt
01059001,01059,01,Alt Bennebek,14.09,323,9.43094,54.377593,gering besiedelt
01059005,01059,01,Bergenhusen,18.22,723,9.316107,54.376351,gering besiedelt
01059009,01059,01,Börm,18.71,740,9.378249,54.4033,gering besiedelt
01059020,01059,01,Dörpstedt,16.61,584,9.362474,54.434054,gering besiedelt
01059024,01059,01,Erfde,33.96,2243,9.317127,54.308546,gering besiedelt
01059035,01059,01,Groß Rheide,15.37,952,9.438091,54.441211,gering besiedelt
01059050,01059,01,Klein Bennebek,25.63,524,9.456571,54.402006,gering besiedelt
01059051,01059,01,Klein Rheide,12.82,341,9.476383,54.449512,gering besiedelt
01059053,01059,01,Kropp,31.94,6694,9.508668,54.411199,mittlere Besiedlungsdichte
01059058,01059,01,Meggerdorf,24.11,686,9.398122,54.349214,gering besiedelt
01059087,01059,01,Tetenhusen,23.19,936,9.494238,54.349121,gering besiedelt
01059088,01059,01,Tielen,13.34,298,9.334919,54.285643,gering besiedelt
01059096,01059,01,Wohlde,14.43,513,9.294745,54.404782,gering besiedelt
01059188,01059,01,Stapel,32.67,1952,9.218997,54.349368,gering besiedelt
01060004,01060,01,"Bad Bramstedt, Stadt",24.14,15439,9.882266,53.918819,mittlere Besiedlungsdichte
01060005,01060,01,"Bad Segeberg, Stadt",18.87,18399,10.304193,53.937059,mittlere Besiedlungsdichte
01060019,01060,01,Ellerau,7.09,6117,9.917553,53.752683,mittlere Besiedlungsdichte
01060039,01060,01,Henstedt-Ulzburg,39.46,28325,9.980847,53.790485,mittlere Besiedlungsdichte
01060044,01060,01,"Kaltenkirchen, Stadt",23.11,23502,9.959311,53.838257,mittlere Besiedlungsdichte
01060063,01060,01,"Norderstedt, Stadt",58.1,82844,9.996943,53.706115,dicht besiedelt
01060092,01060,01,"Wahlstedt, Stadt",15.75,9831,10.214464,53.952343,mittlere Besiedlungsdichte
01060003,01060,01,Armstedt,8.92,392,9.847056,53.971225,gering besiedelt
01060009,01060,01,Bimöhlen,17.24,1061,9.953588,53.935914,gering besiedelt
01060013,01060,01,Borstel,5.12,133,9.79743,53.969545,gering besiedelt
01060021,01060,01,Föhrden-Barl,9.23,294,9.787122,53.927492,gering besiedelt
01060023,01060,01,Fuhlendorf,6.49,428,9.885482,53.943215,gering besiedelt
01060027,01060,01,Großenaspe,45.62,3068,9.966933,53.975971,gering besiedelt
01060031,01060,01,Hagen,8.2,449,9.826977,53.946622,gering besiedelt
01060033,01060,01,Hardebek,10.01,491,9.868731,53.988376,gering besiedelt
01060035,01060,01,Hasenkrug,5.2,375,9.849584,53.985027,gering besiedelt
01060037,01060,01,Heidmoor,18.24,311,9.819023,53.864473,gering besiedelt
01060040,01060,01,Hitzhusen,7.93,1250,9.851845,53.923021,mittlere Besiedlungsdichte
01060056,01060,01,Mönkloh,12.52,247,9.787844,53.888087,gering besiedelt
01060095,01060,01,Weddelbrook,14.06,1094,9.830237,53.904106,gering besiedelt
01060099,01060,01,Wiemersdorf,17.55,1724,9.90454,53.95794,gering besiedelt
01060012,01060,01,Bornhöved,14.12,3412,10.225454,54.068565,gering besiedelt
01060017,01060,01,Damsdorf,7.74,244,10.314111,54.064498,gering besiedelt
01060026,01060,01,Gönnebek,14.86,573,10.177905,54.049007,gering besiedelt
01060072,01060,01,Schmalensee,8.68,476,10.270751,54.082608,gering besiedelt
01060080,01060,01,Stocksee,11.38,401,10.343274,54.089631,gering besiedelt
01060086,01060,01,Tarbek,10.02,168,10.268198,54.056293,gering besiedelt
01060087,01060,01,Tensfeld,7.65,742,10.320723,54.042171,gering besiedelt
01060089,01060,01,Trappenkamp,3.45,5073,10.22097,54.041764,mittlere Besiedlungsdichte
01060043,01060,01,Itzstedt,7.13,2507,10.156532,53.806384,mittlere Besiedlungsdichte
01060046,01060,01,Kayhude,5.25,1167,10.134312,53.757591,gering besiedelt
01060058,01060,01,Nahe,10.37,2522,10.134557,53.795307,mittlere Besiedlungsdichte
01060065,01060,01,Oering,9.09,1399,10.14788,53.825234,mittlere Besiedlungsdichte
01060076,01060,01,Seth,10.55,1727,10.175126,53.850208,gering besiedelt
01060085,01060,01,Sülfeld,26.05,3338,10.231794,53.799571,gering besiedelt
01060002,01060,01,Alveslohe,21.56,2878,9.913813,53.786906,gering besiedelt
01060034,01060,01,Hartenholm,15.38,1853,10.06027,53.899992,gering besiedelt
01060036,01060,01,Hasenmoor,17.76,729,9.981344,53.899913,gering besiedelt
01060054,01060,01,Lentföhrden,20.08,2579,9.888251,53.873197,gering besiedelt
01060064,01060,01,Nützen,21.62,1255,9.91977,53.864679,gering besiedelt
01060073,01060,01,Schmalfeld,19.33,1931,9.983686,53.876899,gering besiedelt
01060042,01060,01,Hüttblek,2.75,385,10.071819,53.83945,gering besiedelt
01060045,01060,01,Kattendorf,9.84,788,10.023721,53.843003,gering besiedelt
01060047,01060,01,Kisdorf,24.51,3976,10.009876,53.81114,mittlere Besiedlungsdichte
01060066,01060,01,Oersdorf,6.65,876,9.994875,53.840293,mittlere Besiedlungsdichte
01060077,01060,01,Sievershütten,7.08,1086,10.106221,53.841324,gering besiedelt
01060082,01060,01,Struvenhütten,12.88,928,10.054474,53.865944,gering besiedelt
01060084,01060,01,Stuvenborn,7.98,877,10.124679,53.851484,gering besiedelt
01060094,01060,01,Wakendorf II,12.8,1378,10.081705,53.782814,gering besiedelt
01060100,01060,01,Winsen,4.08,373,10.015364,53.830915,gering besiedelt
01060007,01060,01,Bark,20.43,1049,10.18504,53.910575,gering besiedelt
01060008,01060,01,Bebensee,6.68,628,10.298549,53.875193,gering besiedelt
01060022,01060,01,Fredesdorf,5.89,396,10.203647,53.875098,gering besiedelt
01060029,01060,01,Groß Niendorf,10.68,657,10.245204,53.845975,gering besiedelt
01060041,01060,01,Högersdorf,4.95,389,10.284353,53.920748,gering besiedelt
01060051,01060,01,Kükels,8.45,438,10.238915,53.894887,gering besiedelt
01060053,01060,01,Leezen,14.98,1891,10.251572,53.865447,gering besiedelt
01060057,01060,01,Mözen,7.72,457,10.258366,53.91095,gering besiedelt
01060062,01060,01,Neversdorf,7.22,712,10.285862,53.86477,gering besiedelt
01060074,01060,01,Schwissel,4.44,279,10.293461,53.895421,gering besiedelt
01060088,01060,01,Todesfelde,17.25,1071,10.176082,53.891939,gering besiedelt
01060101,01060,01,Wittenborn,6.19,1091,10.223554,53.926269,gering besiedelt
01060011,01060,01,Boostedt,27.11,5868,10.025785,54.010323,gering besiedelt
01060016,01060,01,Daldorf,15.16,633,10.248643,54.017015,gering besiedelt
01060028,01060,01,Groß Kummerfeld,30.19,1955,10.073794,54.051077,gering besiedelt
01060038,01060,01,Heidmühlen,17.83,682,10.083729,53.972482,gering besiedelt
01060052,01060,01,Latendorf,17.94,600,10.0639,53.995195,gering besiedelt
01060068,01060,01,Rickling,38.94,3126,10.16486,54.006058,gering besiedelt
01060006,01060,01,Bahrenhof,5.71,210,10.379518,53.878604,gering besiedelt
01060010,01060,01,Blunk,10.69,555,10.315789,54.007567,gering besiedelt
01060015,01060,01,Bühnsdorf,4.15,380,10.374463,53.886944,gering besiedelt
01060018,01060,01,Dreggers,2.79,61,10.345729,53.885277,gering besiedelt
01060020,01060,01,Fahrenkrug,6.21,1748,10.257059,53.941286,mittlere Besiedlungsdichte
01060024,01060,01,Geschendorf,5.7,544,10.441563,53.921999,gering besiedelt
01060025,01060,01,Glasau,18.83,813,10.516777,54.056669,gering besiedelt
01060030,01060,01,Groß Rönnau,6.38,573,10.311886,53.972406,mittlere Besiedlungsdichte
01060048,01060,01,Klein Gladebrügge,4.68,652,10.317432,53.914441,mittlere Besiedlungsdichte
01060049,01060,01,Klein Rönnau,4.53,1914,10.320689,53.961927,mittlere Besiedlungsdichte
01060050,01060,01,Krems II,11.25,387,10.355628,53.986501,gering besiedelt
01060059,01060,01,Negernbötel,16.97,991,10.248764,53.982902,gering besiedelt
01060060,01060,01,Nehms,15.32,544,10.352354,54.021025,gering besiedelt
01060061,01060,01,Neuengörs,13.4,790,10.384085,53.899116,gering besiedelt
01060067,01060,01,Pronstorf,36.31,1590,10.47122,53.957692,gering besiedelt
01060069,01060,01,Rohlstorf,19.68,1169,10.408268,53.971759,gering besiedelt
01060070,01060,01,Schackendorf,7.85,870,10.270569,53.957561,gering besiedelt
01060071,01060,01,Schieren,6.36,262,10.390998,53.944727,gering besiedelt
01060075,01060,01,Seedorf,48.93,2186,10.408941,54.049901,gering besiedelt
01060079,01060,01,Stipsdorf,3.51,241,10.33446,53.941826,gering besiedelt
01060081,01060,01,Strukdorf,7.3,250,10.486,53.919829,gering besiedelt
01060090,01060,01,Travenhorst,8.56,184,10.452703,54.019011,gering besiedelt
01060091,01060,01,Traventhal,5.37,519,10.317731,53.895331,gering besiedelt
01060093,01060,01,Wakendorf I,5.34,471,10.357027,53.864458,gering besiedelt
01060096,01060,01,Weede,16.41,965,10.372489,53.922028,gering besiedelt
01060097,01060,01,Wensin,20.17,905,10.412545,53.980996,gering besiedelt
01060098,01060,01,Westerrade,5.62,451,10.45969,53.935884,gering besiedelt
01060014,01060,01,"Buchholz (Forstgutsbez.),gemfr. Gebiet",40.91,0,10.11412,53.936447,gering besiedelt
01061029,01061,01,"Glückstadt, Stadt",22.75,11410,9.423724,53.787808,mittlere Besiedlungsdichte
01061046,01061,01,"Itzehoe, Stadt",28.54,32725,9.512178,53.926549,mittlere Besiedlungsdichte
01061113,01061,01,"Wilster, Stadt",2.71,4302,9.374577,53.922543,gering besiedelt
01061005,01061,01,Auufer,5.12,132,9.685543,53.924664,gering besiedelt
01061016,01061,01,Breitenberg,2.9,312,9.634796,53.924364,gering besiedelt
01061017,01061,01,Breitenburg,10.47,1241,9.572387,53.904698,mittlere Besiedlungsdichte
01061053,01061,01,Kollmoor,3.33,33,9.599128,53.920974,gering besiedelt
01061058,01061,01,Kronsmoor,6.05,168,9.60155,53.908361,gering besiedelt
01061061,01061,01,Lägerdorf,5.97,2677,9.570479,53.888648,gering besiedelt
01061068,01061,01,Moordiek,6.3,116,9.651163,53.913084,gering besiedelt
01061072,01061,01,Münsterdorf,5.12,1822,9.540644,53.903684,gering besiedelt
01061079,01061,01,Oelixdorf,10.5,1531,9.564806,53.926812,mittlere Besiedlungsdichte
01061109,01061,01,Westermoor,9.44,393,9.626905,53.914039,gering besiedelt
01061115,01061,01,Wittenbergen,4.59,174,9.680696,53.933763,gering besiedelt
01061004,01061,01,Altenmoor,6.12,238,9.57688,53.764193,gering besiedelt
01061012,01061,01,Blomesche Wildnis,6.91,588,9.45082,53.80577,gering besiedelt
01061015,01061,01,Borsfleth,15.2,770,9.430284,53.825372,gering besiedelt
01061027,01061,01,Engelbrechtsche Wildnis,5.13,822,9.44734,53.785831,gering besiedelt
01061037,01061,01,Herzhorn,12.43,1126,9.483017,53.786143,gering besiedelt
01061041,01061,01,Hohenfelde,17.95,889,9.624106,53.844594,gering besiedelt
01061044,01061,01,Horst (Holstein),29.06,5961,9.618468,53.81099,gering besiedelt
01061050,01061,01,Kiebitzreihe,8.7,2215,9.614131,53.782407,mittlere Besiedlungsdichte
01061054,01061,01,Krempdorf,5.65,241,9.461193,53.826512,gering besiedelt
01061074,01061,01,Neuendorf b. Elmshorn,15.79,799,9.562834,53.737583,gering besiedelt
01061101,01061,01,Sommerland,18.76,743,9.538265,53.803001,gering besiedelt
01061118,01061,01,Kollmar,32.82,1625,9.494978,53.732667,gering besiedelt
01061008,01061,01,Bekdorf,1.7,92,9.423362,53.938255,gering besiedelt
01061010,01061,01,Bekmünde,2.9,156,9.446057,53.925343,gering besiedelt
01061024,01061,01,Drage,13.56,230,9.51882,54.004376,gering besiedelt
01061034,01061,01,Heiligenstedten,8.97,1500,9.467898,53.930303,mittlere Besiedlungsdichte
01061035,01061,01,Heiligenstedtenerkamp,0.85,709,9.466889,53.898674,mittlere Besiedlungsdichte
01061039,01061,01,Hodorf,7.49,200,9.428529,53.904109,gering besiedelt
01061040,01061,01,Hohenaspe,14.08,1910,9.527581,53.989067,gering besiedelt
01061045,01061,01,Huje,5.54,262,9.435612,53.976997,gering besiedelt
01061047,01061,01,Kaaks,8.56,441,9.469405,53.990091,gering besiedelt
01061052,01061,01,Kleve,5.57,528,9.404044,53.965863,gering besiedelt
01061059,01061,01,Krummendiek,1.78,85,9.416376,53.944241,gering besiedelt
01061065,01061,01,Lohbarbek,6.24,777,9.636016,53.945682,mittlere Besiedlungsdichte
01061067,01061,01,Mehlbek,8.92,403,9.434367,54.004849,gering besiedelt
01061070,01061,01,Moorhusen,4.67,67,9.388353,53.96046,gering besiedelt
01061082,01061,01,Oldendorf,9.98,1073,9.456166,53.954336,mittlere Besiedlungsdichte
01061083,01061,01,Ottenbüttel,9.91,710,9.506342,53.972124,gering besiedelt
01061084,01061,01,Peissen,10.17,280,9.608692,54.024416,gering besiedelt
01061098,01061,01,Schlotfeld,4.8,219,9.583146,53.95926,gering besiedelt
01061100,01061,01,Silzen,6.69,148,9.635016,54.029281,gering besiedelt
01061114,01061,01,Winseldorf,5.62,315,9.604867,53.943527,gering besiedelt
01061006,01061,01,Bahrenfleth,14.76,564,9.42837,53.864318,gering besiedelt
01061022,01061,01,Dägeling,7.53,1065,9.531387,53.878818,gering besiedelt
01061026,01061,01,Elskop,7.34,150,9.493561,53.812422,gering besiedelt
01061030,01061,01,Grevenkop,9.64,337,9.532891,53.842102,gering besiedelt
01061055,01061,01,"Krempe, Stadt",3.38,2435,9.489814,53.836588,gering besiedelt
01061056,01061,01,Kremperheide,3.98,2300,9.478853,53.881515,gering besiedelt
01061057,01061,01,Krempermoor,1.55,541,9.480149,53.877501,gering besiedelt
01061073,01061,01,Neuenbrook,14.32,711,9.532922,53.861734,gering besiedelt
01061092,01061,01,Rethwisch,9.84,543,9.591715,53.866516,gering besiedelt
01061104,01061,01,Süderau,8.86,726,9.512541,53.821612,gering besiedelt
01061001,01061,01,Aasbüttel,4.51,163,9.441789,54.067271,gering besiedelt
01061003,01061,01,Agethorst,6.1,191,9.436454,54.01935,gering besiedelt
01061011,01061,01,Besdorf,7.37,227,9.360112,54.050223,gering besiedelt
01061013,01061,01,Bokelrehm,2.69,132,9.385822,54.037619,gering besiedelt
01061014,01061,01,Bokhorst,5.87,136,9.400735,54.057305,gering besiedelt
01061021,01061,01,Christinenthal,3.37,66,9.532356,54.050319,gering besiedelt
01061031,01061,01,Gribbohm,13.23,399,9.347706,54.027149,gering besiedelt
01061033,01061,01,Hadenfeld,2.35,147,9.456001,54.033384,gering besiedelt
01061043,01061,01,Holstenniendorf,12.09,435,9.348113,54.041651,gering besiedelt
01061048,01061,01,Kaisborstel,2.97,67,9.470192,54.017568,gering besiedelt
01061066,01061,01,Looft,12.43,375,9.523319,54.0287,gering besiedelt
01061076,01061,01,Nienbüttel,4.16,133,9.415315,54.03053,gering besiedelt
01061078,01061,01,Nutteln,6.97,257,9.388823,53.990288,gering besiedelt
01061081,01061,01,Oldenborstel,4.24,109,9.513298,54.062709,gering besiedelt
01061085,01061,01,Pöschendorf,5.92,253,9.490449,54.038795,gering besiedelt
01061087,01061,01,Puls,10.9,542,9.515658,54.083808,gering besiedelt
01061091,01061,01,Reher,15.3,747,9.573588,54.065856,gering besiedelt
01061097,01061,01,Schenefeld,9.38,2820,9.481184,54.046014,gering besiedelt
01061105,01061,01,Vaale,14.91,1249,9.379645,53.999755,gering besiedelt
01061106,01061,01,Vaalermoor,6.22,122,9.331482,53.978742,gering besiedelt
01061107,01061,01,Wacken,7.1,2098,9.379255,54.020134,gering besiedelt
01061108,01061,01,Warringholz,6.3,295,9.462802,54.078701,gering besiedelt
01061002,01061,01,Aebtissinwisch,3.04,43,9.289846,53.970611,gering besiedelt
01061007,01061,01,Beidenfleth,13.6,830,9.40975,53.87951,gering besiedelt
01061018,01061,01,Brokdorf,19.79,1000,9.329129,53.862201,gering besiedelt
01061020,01061,01,Büttel,11.08,24,9.229071,53.899717,gering besiedelt
01061023,01061,01,Dammfleth,16.1,289,9.372778,53.908818,gering besiedelt
01061025,01061,01,Ecklak,15.6,282,9.262447,53.953148,gering besiedelt
01061060,01061,01,Kudensee,3.04,109,9.212866,53.930105,gering besiedelt
01061062,01061,01,Landrecht,4.13,112,9.39178,53.924719,gering besiedelt
